<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2008.04.24;16:00:00;1.57060;1.57480;1.56380;1.56580;4798;0;20
2008.04.24;20:00:00;1.56570;1.56910;1.56560;1.56800;1525;0;20
2008.04.25;00:00:00;1.56810;1.56970;1.56660;1.56930;1080;0;20
2008.04.25;04:00:00;1.56920;1.57070;1.56620;1.56750;1655;0;20
2008.04.25;08:00:00;1.56760;1.56890;1.55540;1.56120;5891;0;20
2008.04.25;12:00:00;1.56110;1.56470;1.55840;1.56400;4053;0;20
2008.04.25;16:00:00;1.56390;1.56680;1.55980;1.56120;3076;0;20
2008.04.25;20:00:00;1.56130;1.56330;1.55830;1.56290;1516;0;20
2008.04.28;00:00:00;1.56150;1.56400;1.55940;1.56320;1267;0;20
2008.04.28;04:00:00;1.56310;1.56630;1.56230;1.56600;1307;0;20
2008.04.28;08:00:00;1.56580;1.56890;1.56150;1.56830;3668;0;20
2008.04.28;12:00:00;1.56820;1.56930;1.55960;1.56050;3246;0;20
2008.04.28;16:00:00;1.56070;1.56560;1.56020;1.56350;2365;0;20
2008.04.28;20:00:00;1.56340;1.56630;1.56220;1.56530;1117;0;20
2008.04.29;00:00:00;1.56520;1.56590;1.56340;1.56340;672;0;20
2008.04.29;04:00:00;1.56350;1.56590;1.56230;1.56230;1069;0;20
2008.04.29;08:00:00;1.56220;1.56310;1.55390;1.55650;4257;0;20
2008.04.29;12:00:00;1.55630;1.55960;1.55460;1.55880;2914;0;20
2008.04.29;16:00:00;1.55900;1.56180;1.55620;1.55710;2809;0;20
2008.04.29;20:00:00;1.55730;1.55810;1.55590;1.55650;940;0;20
2008.04.30;00:00:00;1.55660;1.55770;1.55520;1.55630;1154;0;20
2008.04.30;04:00:00;1.55640;1.55870;1.55580;1.55840;1010;0;20
2008.04.30;08:00:00;1.55830;1.56100;1.55260;1.55540;3910;0;20
2008.04.30;12:00:00;1.55520;1.55790;1.55160;1.55600;3866;0;20
2008.04.30;16:00:00;1.55590;1.55880;1.55440;1.55650;2717;0;20
2008.04.30;20:00:00;1.55630;1.56430;1.55380;1.56190;3256;0;20
2008.05.01;00:00:00;1.56190;1.56430;1.56160;1.56410;935;0;20
2008.05.01;04:00:00;1.56420;1.56420;1.56270;1.56280;517;0;20
2008.05.01;08:00:00;1.56270;1.56410;1.54970;1.55280;4500;0;20
2008.05.01;12:00:00;1.55260;1.55430;1.54650;1.54770;3926;0;20
2008.05.01;16:00:00;1.54760;1.54800;1.54290;1.54500;3606;0;20
2008.05.01;20:00:00;1.54490;1.54750;1.54450;1.54670;1192;0;20
2008.05.02;00:00:00;1.54680;1.54800;1.54530;1.54710;859;0;20
2008.05.02;04:00:00;1.54700;1.54800;1.54440;1.54600;1089;0;20
2008.05.02;08:00:00;1.54610;1.54980;1.54390;1.54700;3350;0;20
2008.05.02;12:00:00;1.54720;1.54840;1.53600;1.53980;5210;0;20
2008.05.02;16:00:00;1.53990;1.54380;1.53890;1.54130;3819;0;20
2008.05.02;20:00:00;1.54140;1.54340;1.54050;1.54230;1161;0;20
2008.05.05;00:00:00;1.54290;1.54620;1.54230;1.54460;718;0;20
2008.05.05;04:00:00;1.54470;1.54770;1.54450;1.54640;811;0;20
2008.05.05;08:00:00;1.54620;1.54990;1.54510;1.54700;2012;0;20
2008.05.05;12:00:00;1.54680;1.54890;1.54450;1.54750;1825;0;20
2008.05.05;16:00:00;1.54730;1.55190;1.54250;1.55180;2490;0;20
2008.05.05;20:00:00;1.55170;1.55180;1.54850;1.54980;931;0;20
2008.05.06;00:00:00;1.54990;1.55320;1.54940;1.55260;863;0;20
2008.05.06;04:00:00;1.55270;1.55340;1.55050;1.55060;959;0;20
2008.05.06;08:00:00;1.55070;1.55290;1.54510;1.55210;2968;0;20
2008.05.06;12:00:00;1.55230;1.55630;1.54990;1.55580;2866;0;20
2008.05.06;16:00:00;1.55590;1.55940;1.55250;1.55330;2612;0;20
2008.05.06;20:00:00;1.55320;1.55420;1.55180;1.55310;1007;0;20
2008.05.07;00:00:00;1.55320;1.55380;1.55020;1.55020;1060;0;20
2008.05.07;04:00:00;1.55010;1.55150;1.54760;1.54790;1175;0;20
2008.05.07;08:00:00;1.54800;1.55040;1.54490;1.54700;2608;0;20
2008.05.07;12:00:00;1.54660;1.54660;1.53840;1.54010;3823;0;20
2008.05.07;16:00:00;1.54020;1.54090;1.53650;1.53960;2665;0;20
2008.05.07;20:00:00;1.53950;1.54080;1.53830;1.53960;1159;0;20
2008.05.08;00:00:00;1.53980;1.54050;1.52840;1.52980;2719;0;20
2008.05.08;04:00:00;1.52990;1.53260;1.52920;1.53170;1692;0;20
2008.05.08;08:00:00;1.53180;1.53530;1.53090;1.53440;2862;0;20
2008.05.08;12:00:00;1.53420;1.54340;1.53120;1.54030;4727;0;20
2008.05.08;16:00:00;1.54010;1.54400;1.53920;1.54030;2430;0;20
2008.05.08;20:00:00;1.54010;1.54150;1.53870;1.54030;1206;0;20
2008.05.09;00:00:00;1.54040;1.54280;1.53940;1.54030;1213;0;20
2008.05.09;04:00:00;1.54040;1.54420;1.53930;1.54360;1459;0;20
2008.05.09;08:00:00;1.54350;1.54870;1.54180;1.54640;2766;0;20
2008.05.09;12:00:00;1.54620;1.54700;1.54300;1.54470;3109;0;20
2008.05.09;16:00:00;1.54450;1.54700;1.54210;1.54620;2109;0;20
2008.05.09;20:00:00;1.54640;1.54840;1.54620;1.54800;679;0;20
2008.05.12;00:00:00;1.54560;1.54840;1.54400;1.54480;1349;0;20
2008.05.12;04:00:00;1.54470;1.54490;1.53940;1.53940;1468;0;20
2008.05.12;08:00:00;1.53950;1.54470;1.53650;1.54390;3028;0;20
2008.05.12;12:00:00;1.54400;1.54810;1.54300;1.54750;2449;0;20
2008.05.12;16:00:00;1.54760;1.55690;1.54730;1.55610;2964;0;20
2008.05.12;20:00:00;1.55620;1.55620;1.55270;1.55390;963;0;20
2008.05.13;00:00:00;1.55400;1.55450;1.55070;1.55170;1165;0;20
2008.05.13;04:00:00;1.55160;1.55650;1.55100;1.55520;1633;0;20
2008.05.13;08:00:00;1.55500;1.55520;1.54550;1.54620;3223;0;20
2008.05.13;12:00:00;1.54610;1.54870;1.54300;1.54520;3398;0;20
2008.05.13;16:00:00;1.54530;1.55230;1.54450;1.54950;3382;0;20
2008.05.13;20:00:00;1.54960;1.54970;1.54500;1.54680;1330;0;20
2008.05.14;00:00:00;1.54650;1.54820;1.54460;1.54550;1354;0;20
2008.05.14;04:00:00;1.54540;1.54690;1.54360;1.54470;1108;0;20
2008.05.14;08:00:00;1.54480;1.54770;1.53960;1.54260;3259;0;20
2008.05.14;12:00:00;1.54240;1.54850;1.54180;1.54410;3206;0;20
2008.05.14;16:00:00;1.54430;1.54830;1.54410;1.54600;2375;0;20
2008.05.14;20:00:00;1.54610;1.54840;1.54470;1.54770;1474;0;20
2008.05.15;00:00:00;1.54760;1.54760;1.54520;1.54540;1113;0;20
2008.05.15;04:00:00;1.54550;1.54980;1.54530;1.54880;1416;0;20
2008.05.15;08:00:00;1.54890;1.55460;1.54850;1.54870;3336;0;20
2008.05.15;12:00:00;1.54890;1.55180;1.54640;1.54890;3571;0;20
2008.05.15;16:00:00;1.54870;1.55060;1.54190;1.54360;3217;0;20
2008.05.15;20:00:00;1.54370;1.54640;1.54340;1.54420;1081;0;20
2008.05.16;00:00:00;1.54450;1.54690;1.54370;1.54690;988;0;20
2008.05.16;04:00:00;1.54700;1.55010;1.54660;1.54950;1004;0;20
2008.05.16;08:00:00;1.54940;1.55210;1.54660;1.54770;2533;0;20
2008.05.16;12:00:00;1.54760;1.55100;1.54470;1.54940;3282;0;20
2008.05.16;16:00:00;1.54930;1.56010;1.54910;1.55900;3200;0;20
2008.05.16;20:00:00;1.55920;1.55960;1.55740;1.55760;799;0;20
2008.05.19;00:00:00;1.55950;1.55950;1.55650;1.55680;1014;0;20
2008.05.19;04:00:00;1.55670;1.55890;1.55590;1.55790;814;0;20
2008.05.19;08:00:00;1.55780;1.56320;1.55630;1.55950;2600;0;20
2008.05.19;12:00:00;1.55940;1.55970;1.55500;1.55570;2096;0;20
2008.05.19;16:00:00;1.55580;1.55580;1.54870;1.55080;2030;0;20
2008.05.19;20:00:00;1.55100;1.55200;1.54930;1.55180;1086;0;20
2008.05.20;00:00:00;1.55190;1.55430;1.55030;1.55320;1164;0;20
2008.05.20;04:00:00;1.55330;1.55420;1.55050;1.55340;1301;0;20
2008.05.20;08:00:00;1.55350;1.56490;1.55340;1.56320;3805;0;20
2008.05.20;12:00:00;1.56300;1.56740;1.56240;1.56610;3603;0;20
2008.05.20;16:00:00;1.56600;1.56800;1.56320;1.56580;2512;0;20
2008.05.20;20:00:00;1.56570;1.56700;1.56440;1.56530;972;0;20
2008.05.21;00:00:00;1.56520;1.56850;1.56440;1.56710;1167;0;20
2008.05.21;04:00:00;1.56720;1.56790;1.56570;1.56710;1133;0;20
2008.05.21;08:00:00;1.56700;1.57480;1.56310;1.57360;3947;0;20
2008.05.21;12:00:00;1.57350;1.57730;1.57290;1.57540;2615;0;20
2008.05.21;16:00:00;1.57560;1.57770;1.57390;1.57630;1967;0;20
2008.05.21;20:00:00;1.57620;1.57970;1.57450;1.57940;2081;0;20
2008.05.22;00:00:00;1.57910;1.58000;1.57790;1.57940;1090;0;20
2008.05.22;04:00:00;1.57950;1.57980;1.57560;1.57760;1238;0;20
2008.05.22;08:00:00;1.57750;1.58130;1.57430;1.57730;2508;0;20
2008.05.22;12:00:00;1.57780;1.57800;1.57250;1.57410;2622;0;20
2008.05.22;16:00:00;1.57400;1.57420;1.56980;1.57110;2185;0;20
2008.05.22;20:00:00;1.57120;1.57330;1.56930;1.57230;1077;0;20
2008.05.23;00:00:00;1.57250;1.57340;1.57140;1.57250;800;0;20
2008.05.23;04:00:00;1.57240;1.57400;1.57200;1.57360;743;0;20
2008.05.23;08:00:00;1.57370;1.57410;1.56960;1.57230;2546;0;20
2008.05.23;12:00:00;1.57250;1.57760;1.57160;1.57640;2149;0;20
2008.05.23;16:00:00;1.57650;1.57940;1.57500;1.57800;2385;0;20
2008.05.23;20:00:00;1.57810;1.57840;1.57600;1.57610;673;0;20
2008.05.26;00:00:00;1.57650;1.57910;1.57490;1.57670;976;0;20
2008.05.26;04:00:00;1.57660;1.57710;1.57540;1.57630;964;0;20
2008.05.26;08:00:00;1.57620;1.57770;1.57410;1.57520;1811;0;20
2008.05.26;12:00:00;1.57500;1.57730;1.57440;1.57730;843;0;20
2008.05.26;16:00:00;1.57710;1.57840;1.57600;1.57650;852;0;20
2008.05.26;20:00:00;1.57640;1.57770;1.57640;1.57730;231;0;20
2008.05.27;00:00:00;1.57740;1.57990;1.57660;1.57880;958;0;20
2008.05.27;04:00:00;1.57870;1.58170;1.57830;1.58150;1008;0;20
2008.05.27;08:00:00;1.58160;1.58180;1.57250;1.57480;2817;0;20
2008.05.27;12:00:00;1.57500;1.57670;1.57080;1.57210;2468;0;20
2008.05.27;16:00:00;1.57220;1.57360;1.57000;1.57230;1937;0;20
2008.05.27;20:00:00;1.57250;1.57250;1.56710;1.56780;1339;0;20
2008.05.28;00:00:00;1.56790;1.56990;1.56650;1.56960;1126;0;20
2008.05.28;04:00:00;1.56970;1.57180;1.56870;1.57150;1077;0;20
2008.05.28;08:00:00;1.57160;1.57600;1.56700;1.56790;2922;0;20
2008.05.28;12:00:00;1.56800;1.56950;1.56110;1.56470;3076;0;20
2008.05.28;16:00:00;1.56490;1.56680;1.56090;1.56280;2253;0;20
2008.05.28;20:00:00;1.56300;1.56490;1.56180;1.56460;1073;0;20
2008.05.29;00:00:00;1.56470;1.56630;1.56430;1.56540;1240;0;20
2008.05.29;04:00:00;1.56530;1.56580;1.56050;1.56150;1450;0;20
2008.05.29;08:00:00;1.56140;1.56140;1.55440;1.55740;3284;0;20
2008.05.29;12:00:00;1.55730;1.55880;1.55230;1.55270;3531;0;20
2008.05.29;16:00:00;1.55250;1.55520;1.54850;1.54890;2491;0;20
2008.05.29;20:00:00;1.54870;1.55280;1.54850;1.55110;1103;0;20
2008.05.30;00:00:00;1.55120;1.55210;1.55050;1.55110;898;0;20
2008.05.30;04:00:00;1.55120;1.55400;1.55110;1.55300;874;0;20
2008.05.30;08:00:00;1.55310;1.55310;1.54620;1.54970;3943;0;20
2008.05.30;12:00:00;1.54980;1.55310;1.54910;1.55100;2624;0;20
2008.05.30;16:00:00;1.55120;1.55670;1.55080;1.55580;2529;0;20
2008.05.30;20:00:00;1.55590;1.55630;1.55500;1.55540;904;0;20
2008.06.02;00:00:00;1.55610;1.55660;1.55310;1.55360;1343;0;20
2008.06.02;04:00:00;1.55350;1.55430;1.55180;1.55320;721;0;20
2008.06.02;08:00:00;1.55310;1.55670;1.55140;1.55520;2864;0;20
2008.06.02;12:00:00;1.55540;1.55610;1.54910;1.55160;2199;0;20
2008.06.02;16:00:00;1.55150;1.55880;1.54860;1.55500;2537;0;20
2008.06.02;20:00:00;1.55480;1.55480;1.55310;1.55390;1180;0;20
2008.06.03;00:00:00;1.55400;1.55530;1.55200;1.55220;699;0;20
2008.06.03;04:00:00;1.55210;1.55590;1.55210;1.55530;1152;0;20
2008.06.03;08:00:00;1.55520;1.56280;1.55440;1.55940;3209;0;20
2008.06.03;12:00:00;1.55920;1.56070;1.54300;1.54530;4038;0;20
2008.06.03;16:00:00;1.54520;1.54680;1.54100;1.54640;3566;0;20
2008.06.03;20:00:00;1.54660;1.54740;1.54280;1.54320;1502;0;20
2008.06.04;00:00:00;1.54330;1.54600;1.54330;1.54350;1248;0;20
2008.06.04;04:00:00;1.54340;1.54610;1.54310;1.54560;1318;0;20
2008.06.04;08:00:00;1.54570;1.54810;1.54190;1.54660;3742;0;20
2008.06.04;12:00:00;1.54640;1.54830;1.54220;1.54410;3250;0;20
2008.06.04;16:00:00;1.54400;1.54720;1.54260;1.54530;2720;0;20
2008.06.04;20:00:00;1.54510;1.54560;1.54190;1.54250;1296;0;20
2008.06.05;00:00:00;1.54260;1.54430;1.53830;1.53890;1286;0;20
2008.06.05;04:00:00;1.53900;1.54370;1.53840;1.54320;1357;0;20
2008.06.05;08:00:00;1.54300;1.54560;1.53900;1.54030;2697;0;20
2008.06.05;12:00:00;1.54010;1.55500;1.53650;1.55440;5088;0;20
2008.06.05;16:00:00;1.55460;1.55800;1.55310;1.55710;2413;0;20
2008.06.05;20:00:00;1.55690;1.56000;1.55690;1.55810;1320;0;20
2008.06.06;00:00:00;1.55820;1.56040;1.55780;1.55880;1018;0;20
2008.06.06;04:00:00;1.55890;1.56160;1.55740;1.55980;1226;0;20
2008.06.06;08:00:00;1.55970;1.56180;1.55710;1.55850;3056;0;20
2008.06.06;12:00:00;1.55840;1.57000;1.55810;1.56880;3990;0;20
2008.06.06;16:00:00;1.56870;1.57500;1.56810;1.57430;3457;0;20
2008.06.06;20:00:00;1.57440;1.57770;1.57420;1.57770;1291;0;20
2008.06.09;00:00:00;1.57910;1.57980;1.57650;1.57930;1492;0;20
2008.06.09;04:00:00;1.57920;1.57930;1.57660;1.57800;1047;0;20
2008.06.09;08:00:00;1.57790;1.58430;1.57650;1.58050;3132;0;20
2008.06.09;12:00:00;1.58040;1.58190;1.56770;1.56980;3471;0;20
2008.06.09;16:00:00;1.56990;1.57360;1.56180;1.56530;3893;0;20
2008.06.09;20:00:00;1.56550;1.56760;1.56190;1.56410;1399;0;20
2008.06.10;00:00:00;1.56400;1.56530;1.55570;1.56050;2262;0;20
2008.06.10;04:00:00;1.56030;1.56180;1.55620;1.55800;2421;0;20
2008.06.10;08:00:00;1.55790;1.56070;1.54950;1.55080;4263;0;20
2008.06.10;12:00:00;1.55060;1.55400;1.54830;1.55210;3485;0;20
2008.06.10;16:00:00;1.55200;1.55350;1.54490;1.54550;2929;0;20
2008.06.10;20:00:00;1.54540;1.54670;1.54400;1.54550;1023;0;20
2008.06.11;00:00:00;1.54570;1.54860;1.54530;1.54800;892;0;20
2008.06.11;04:00:00;1.54810;1.54850;1.54560;1.54800;1374;0;20
2008.06.11;08:00:00;1.54810;1.55170;1.54560;1.54960;2850;0;20
2008.06.11;12:00:00;1.54970;1.55250;1.54810;1.55190;2511;0;20
2008.06.11;16:00:00;1.55200;1.55840;1.55120;1.55540;3661;0;20
2008.06.11;20:00:00;1.55530;1.55800;1.55460;1.55560;1535;0;20
2008.06.12;00:00:00;1.55550;1.55650;1.54820;1.54840;1428;0;20
2008.06.12;04:00:00;1.54850;1.55060;1.54610;1.54680;2178;0;20
2008.06.12;08:00:00;1.54670;1.54750;1.53920;1.54300;3607;0;20
2008.06.12;12:00:00;1.54320;1.54420;1.53780;1.54080;4124;0;20
2008.06.12;16:00:00;1.54090;1.54470;1.53950;1.54220;2888;0;20
2008.06.12;20:00:00;1.54210;1.54590;1.54160;1.54500;1267;0;20
2008.06.13;00:00:00;1.54520;1.54830;1.54260;1.54500;1592;0;20
2008.06.13;04:00:00;1.54490;1.54610;1.54200;1.54420;1681;0;20
2008.06.13;08:00:00;1.54430;1.54480;1.53200;1.53360;3822;0;20
2008.06.13;12:00:00;1.53350;1.53540;1.53020;1.53400;4749;0;20
2008.06.13;16:00:00;1.53390;1.53880;1.53230;1.53630;2639;0;20
2008.06.13;20:00:00;1.53650;1.53930;1.53460;1.53790;1044;0;20
2008.06.16;00:00:00;1.54040;1.54070;1.53720;1.53860;1181;0;20
2008.06.16;04:00:00;1.53850;1.54210;1.53840;1.53970;1751;0;20
2008.06.16;08:00:00;1.53960;1.54400;1.53460;1.54190;3595;0;20
2008.06.16;12:00:00;1.54180;1.55180;1.54170;1.54920;3054;0;20
2008.06.16;16:00:00;1.54930;1.55020;1.54570;1.54800;2456;0;20
2008.06.16;20:00:00;1.54770;1.54910;1.54630;1.54670;937;0;20
2008.06.17;00:00:00;1.54680;1.55370;1.54610;1.55230;1648;0;20
2008.06.17;04:00:00;1.55220;1.55440;1.55110;1.55280;1922;0;20
2008.06.17;08:00:00;1.55270;1.55500;1.54660;1.54950;3744;0;20
2008.06.17;12:00:00;1.54960;1.55080;1.54750;1.54940;2766;0;20
2008.06.17;16:00:00;1.54930;1.55250;1.54890;1.55060;2431;0;20
2008.06.17;20:00:00;1.55040;1.55170;1.55010;1.55050;611;0;20
2008.06.18;00:00:00;1.55060;1.55280;1.55050;1.55070;852;0;20
2008.06.18;04:00:00;1.55080;1.55080;1.54740;1.54760;1076;0;20
2008.06.18;08:00:00;1.54750;1.55380;1.54730;1.54800;2327;0;20
2008.06.18;12:00:00;1.54790;1.55020;1.54620;1.54830;2328;0;20
2008.06.18;16:00:00;1.54850;1.55290;1.54810;1.55270;2268;0;20
2008.06.18;20:00:00;1.55250;1.55360;1.55210;1.55270;700;0;20
2008.06.19;00:00:00;1.55280;1.55790;1.55250;1.55740;1531;0;20
2008.06.19;04:00:00;1.55750;1.55860;1.55570;1.55600;1220;0;20
2008.06.19;08:00:00;1.55610;1.55800;1.54790;1.54830;2642;0;20
2008.06.19;12:00:00;1.54850;1.55140;1.54660;1.54790;2416;0;20
2008.06.19;16:00:00;1.54800;1.55120;1.54780;1.55060;2591;0;20
2008.06.19;20:00:00;1.55080;1.55120;1.54910;1.55010;946;0;20
2008.06.20;00:00:00;1.55000;1.55180;1.54910;1.55160;728;0;20
2008.06.20;04:00:00;1.55150;1.55360;1.55040;1.55280;946;0;20
2008.06.20;08:00:00;1.55290;1.55990;1.55250;1.55950;2251;0;20
2008.06.20;12:00:00;1.55920;1.56240;1.55900;1.56180;2746;0;20
2008.06.20;16:00:00;1.56170;1.56510;1.56140;1.56260;2919;0;20
2008.06.20;20:00:00;1.56270;1.56330;1.56000;1.56060;1170;0;20
2008.06.23;00:00:00;1.56270;1.56280;1.55950;1.56180;1233;0;20
2008.06.23;04:00:00;1.56170;1.56220;1.55860;1.55880;1121;0;20
2008.06.23;08:00:00;1.55870;1.55950;1.54990;1.55230;3393;0;20
2008.06.23;12:00:00;1.55210;1.55330;1.54720;1.54980;2470;0;20
2008.06.23;16:00:00;1.54970;1.55190;1.54680;1.55100;2155;0;20
2008.06.23;20:00:00;1.55120;1.55260;1.55080;1.55150;689;0;20
2008.06.24;00:00:00;1.55160;1.55250;1.55050;1.55080;997;0;20
2008.06.24;04:00:00;1.55090;1.55290;1.54910;1.55220;1213;0;20
2008.06.24;08:00:00;1.55230;1.55790;1.55180;1.55560;2631;0;20
2008.06.24;12:00:00;1.55570;1.55810;1.55460;1.55750;1921;0;20
2008.06.24;16:00:00;1.55740;1.56220;1.55720;1.55900;2535;0;20
2008.06.24;20:00:00;1.55880;1.55880;1.55610;1.55690;785;0;20
2008.06.25;00:00:00;1.55710;1.55750;1.55630;1.55680;609;0;20
2008.06.25;04:00:00;1.55690;1.55760;1.55630;1.55730;607;0;20
2008.06.25;08:00:00;1.55720;1.56020;1.55370;1.55780;2617;0;20
2008.06.25;12:00:00;1.55790;1.56150;1.55740;1.56070;1835;0;20
2008.06.25;16:00:00;1.56080;1.56090;1.55620;1.55860;1803;0;20
2008.06.25;20:00:00;1.55870;1.56870;1.55400;1.56650;3389;0;20
2008.06.26;00:00:00;1.56640;1.56780;1.56590;1.56610;883;0;20
2008.06.26;04:00:00;1.56620;1.56840;1.56620;1.56780;1295;0;20
2008.06.26;08:00:00;1.56790;1.57230;1.56280;1.57190;2845;0;20
2008.06.26;12:00:00;1.57180;1.57470;1.56960;1.57200;3751;0;20
2008.06.26;16:00:00;1.57210;1.57510;1.57150;1.57320;3155;0;20
2008.06.26;20:00:00;1.57330;1.57660;1.57300;1.57490;1410;0;20
2008.06.27;00:00:00;1.57500;1.57650;1.57330;1.57350;1248;0;20
2008.06.27;04:00:00;1.57360;1.57410;1.57230;1.57310;1046;0;20
2008.06.27;08:00:00;1.57300;1.57820;1.57190;1.57600;3705;0;20
2008.06.27;12:00:00;1.57590;1.57640;1.57270;1.57490;3409;0;20
2008.06.27;16:00:00;1.57480;1.57840;1.57380;1.57790;2643;0;20
2008.06.27;20:00:00;1.57780;1.57910;1.57650;1.57910;913;0;20
2008.06.30;00:00:00;1.57760;1.57970;1.57730;1.57870;923;0;20
2008.06.30;04:00:00;1.57880;1.57930;1.57790;1.57900;806;0;20
2008.06.30;08:00:00;1.57890;1.58350;1.57800;1.58060;2623;0;20
2008.06.30;12:00:00;1.58070;1.58170;1.57400;1.57770;3070;0;20
2008.06.30;16:00:00;1.57760;1.57920;1.57310;1.57590;2962;0;20
2008.06.30;20:00:00;1.57580;1.57590;1.57400;1.57530;909;0;20
2008.07.01;00:00:00;1.57530;1.57660;1.57270;1.57390;1015;0;20
2008.07.01;04:00:00;1.57380;1.57650;1.57330;1.57610;1288;0;20
2008.07.01;08:00:00;1.57620;1.57830;1.57230;1.57800;2577;0;20
2008.07.01;12:00:00;1.57790;1.58180;1.57640;1.57830;2802;0;20
2008.07.01;16:00:00;1.57820;1.58260;1.57340;1.57890;3406;0;20
2008.07.01;20:00:00;1.57900;1.57990;1.57750;1.57940;1200;0;20
2008.07.02;00:00:00;1.57930;1.58160;1.57850;1.58060;839;0;20
2008.07.02;04:00:00;1.58070;1.58220;1.57950;1.58080;1380;0;20
2008.07.02;08:00:00;1.58070;1.58490;1.57830;1.57970;3665;0;20
2008.07.02;12:00:00;1.57960;1.58730;1.57770;1.58520;3597;0;20
2008.07.02;16:00:00;1.58530;1.58870;1.58460;1.58680;2665;0;20
2008.07.02;20:00:00;1.58670;1.58900;1.58640;1.58890;1331;0;20
2008.07.03;00:00:00;1.58900;1.58900;1.58640;1.58640;708;0;20
2008.07.03;04:00:00;1.58650;1.58820;1.58570;1.58670;743;0;20
2008.07.03;08:00:00;1.58680;1.58900;1.58590;1.58780;2594;0;20
2008.07.03;12:00:00;1.58770;1.59080;1.57350;1.57460;4548;0;20
2008.07.03;16:00:00;1.57430;1.57760;1.56820;1.56920;3384;0;20
2008.07.03;20:00:00;1.56910;1.57060;1.56910;1.56960;718;0;20
2008.07.04;00:00:00;1.56950;1.57140;1.56740;1.57140;1201;0;20
2008.07.04;04:00:00;1.57130;1.57200;1.57090;1.57150;650;0;20
2008.07.04;08:00:00;1.57140;1.57270;1.56810;1.56950;2301;0;20
2008.07.04;12:00:00;1.56940;1.57030;1.56550;1.56910;2017;0;20
2008.07.04;16:00:00;1.56900;1.57180;1.56630;1.56950;1378;0;20
2008.07.04;20:00:00;1.56940;1.57110;1.56940;1.57060;229;0;20
2008.07.07;00:00:00;1.56910;1.57050;1.56330;1.56430;945;0;20
2008.07.07;04:00:00;1.56420;1.56530;1.56250;1.56410;1277;0;20
2008.07.07;08:00:00;1.56400;1.56630;1.56110;1.56580;3058;0;20
2008.07.07;12:00:00;1.56590;1.56710;1.56210;1.56340;2660;0;20
2008.07.07;16:00:00;1.56330;1.57530;1.56310;1.57450;3139;0;20
2008.07.07;20:00:00;1.57440;1.57480;1.57070;1.57220;1240;0;20
2008.07.08;00:00:00;1.57240;1.57330;1.56930;1.56950;798;0;20
2008.07.08;04:00:00;1.56960;1.57150;1.56780;1.57050;1228;0;20
2008.07.08;08:00:00;1.57060;1.57390;1.56760;1.57200;2718;0;20
2008.07.08;12:00:00;1.57190;1.57240;1.56620;1.56720;2746;0;20
2008.07.08;16:00:00;1.56710;1.56890;1.56340;1.56700;3221;0;20
2008.07.08;20:00:00;1.56690;1.56710;1.56480;1.56650;1149;0;20
2008.07.09;00:00:00;1.56640;1.56700;1.56500;1.56580;707;0;20
2008.07.09;04:00:00;1.56570;1.57200;1.56570;1.57180;1353;0;20
2008.07.09;08:00:00;1.57170;1.57250;1.56580;1.56910;2752;0;20
2008.07.09;12:00:00;1.56900;1.57440;1.56890;1.57380;2999;0;20
2008.07.09;16:00:00;1.57390;1.57500;1.57100;1.57290;3067;0;20
2008.07.09;20:00:00;1.57280;1.57490;1.57230;1.57380;1193;0;20
2008.07.10;00:00:00;1.57390;1.57420;1.57170;1.57220;782;0;20
2008.07.10;04:00:00;1.57230;1.57340;1.57180;1.57240;612;0;20
2008.07.10;08:00:00;1.57250;1.57610;1.56910;1.57030;3118;0;20
2008.07.10;12:00:00;1.57040;1.57330;1.56920;1.57240;2719;0;20
2008.07.10;16:00:00;1.57250;1.58010;1.57200;1.57710;3434;0;20
2008.07.10;20:00:00;1.57720;1.57930;1.57670;1.57840;1325;0;20
2008.07.11;00:00:00;1.57850;1.57990;1.57810;1.57810;606;0;20
2008.07.11;04:00:00;1.57820;1.57970;1.57660;1.57810;1233;0;20
2008.07.11;08:00:00;1.57820;1.58070;1.57640;1.58030;2004;0;20
2008.07.11;12:00:00;1.58040;1.59420;1.57910;1.58990;4496;0;20
2008.07.11;16:00:00;1.58980;1.59420;1.58790;1.58920;3801;0;20
2008.07.11;20:00:00;1.58910;1.59380;1.58760;1.59380;1765;0;20
2008.07.14;00:00:00;1.59610;1.59630;1.58820;1.58930;2046;0;20
2008.07.14;04:00:00;1.58940;1.59160;1.58650;1.58820;1261;0;20
2008.07.14;08:00:00;1.58830;1.59100;1.58410;1.58590;2820;0;20
2008.07.14;12:00:00;1.58600;1.58900;1.58430;1.58840;2905;0;20
2008.07.14;16:00:00;1.58850;1.59340;1.58840;1.59140;3230;0;20
2008.07.14;20:00:00;1.59130;1.59250;1.58950;1.59030;1302;0;20
2008.07.15;00:00:00;1.59020;1.59230;1.58810;1.59230;1009;0;20
2008.07.15;04:00:00;1.59240;1.59430;1.59150;1.59360;1111;0;20
2008.07.15;08:00:00;1.59350;1.60380;1.59250;1.59910;4471;0;20
2008.07.15;12:00:00;1.59900;1.60230;1.59500;1.59690;4132;0;20
2008.07.15;16:00:00;1.59710;1.60180;1.58980;1.59100;4638;0;20
